ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-03-31 15:53:00+00:00,33,95,10996,320.115,320.115,319.06,319.25,10180,MU
2026-03-31 15:54:00+00:00,33,95,16253,326.31,326.31,325.93,326.02,469,TSM
2026-03-31 15:54:00+00:00,33,95,10996,319.13,319.42,318.76,319.0,1934,MU
2026-03-31 15:55:00+00:00,33,95,16253,326.1,326.12,325.64,325.64,373,TSM
2026-03-31 15:55:00+00:00,33,95,10996,319.25,319.35,318.715,318.82,2644,MU
2026-03-31 15:56:00+00:00,33,95,10996,318.85,319.42,318.36,318.36,2104,MU
2026-03-31 15:56:00+00:00,33,95,16253,325.66,325.97,325.18,325.18,1328,TSM
2026-03-31 15:57:00+00:00,33,95,10996,318.66,318.695,318.2,318.2,1818,MU
2026-03-31 15:57:00+00:00,33,95,16253,325.17,325.43,325.17,325.27,1108,TSM
2026-03-31 15:58:00+00:00,33,95,10996,318.25,318.275,317.82,318.23,821,MU
